id,respondido_en,2_edad,3_sexo,4_alcaldia_de_residencia,5_colonia_de_residencia,6_cual_es_tu_medio_de_transporte_mas_comun,7_estas_de_acuerdo_en_que_se_realice_la_ampliacion_de_la_linea_3_del_metrobus,8_si_respondiste_si_que_recomendaciones_harias_para_minimizar_las_afectaciones,9_si_respondiste_parcialmente_cuales_son_las_consideraciones_que_deberian_tomarse_en_cuenta_para_que,10_si_respondiste_no_queremos_conocer_tus_argumentos,11_te_beneficia_la_ampliacion_de_la_linea_3_del_metrobus
70,2019-11-13T15:31:26+00:00,25.0,M,Benito Juárez,SANTA CRUZ ATOYAC,Vehículo particular,No,,,"Desafortunadamente la Avenida Eje 1 Pte (Cuauhtémoc) no resulta suficiente para este proyecto dado que solo cuenta con 4 carriles de circulación. El tamaño de la infraestructura que requiere el Metrobús acapararía casi la totalidad de estos carriles dejando máximo 1 solo carril de libre circulación por lado, lo cuál generaría demasiado tráfico vehicular. 

En dirección a Río Churubusco resulta poco utilitario dado que el flujo de gente que usa transporte público en esa colonia va en dirección contraria y actualmente ya se cuenta con un sistema de transporte conocido como RTP que va en contraflujo a Cuauhtémoc y sirve de manera adecuada dado que nunca se ve acumulación de gente esperándolo. Eso lleva a mi siguiente punto y es que en esa zona la mayoría de la gente utiliza automóvil particular dado el NSE de las familias que la zona agrupa. 

Hay un tema muy particular y es que precisamente Eje 1 antes de su cruce con Xola se volvió muy conflictivo en cuanto a tránsito vehícular se refiere por la constucción del Metrobús y, sin embargo, una vez cruzando Xola es muy rara la ocasión en que Eje 1 padece de tráfico pesado incluso hasta llegar a Coyoacán. Una caso particular es que precisamente en Cuauhtémoc justo cruzando Eje hay una calle pequeña que muchos automovilistas utilizan para dar vuelta a la derecha y salir a Av. Universidad, esta calle es muy conflictiva dado que mucha gente la utiliza y es de un solo carril por lo que el tráfico se vuelve muy pesado por la fila tan larga aproximadamente entre 7:00 y 8:30 a.m. entonces ahora imaginen como se paralizará si solo queda un carril disponible, prácticamente durante esas horas el único carril que quede si se hace el metrobús servirá para una fila inmensa que incluso puede llegar a cruzar Eje 8.",No
71,2019-11-13T15:17:07+00:00,49.0,F,Benito Juárez,General Pedro Ma. Anaya,Vehículo particular,No,,,"Va a ocasionar caos vial, así como lo hace en el tramo de Cuauhtémoc donde se encuentra el metrobús.",No
72,2019-11-13T15:10:46+00:00,35.0,F,Benito Juárez,General Anaya,"A pie, Transporte público, Vehículo particular",No,,,"No estoy de acuerdo, pues se hará mas transito y al ser una vía rápida lo único que pasara es que habrá mas embotellamientos. Se reducirán carriles y afectara a todas las viviendas al rededor.",No
73,2019-11-13T01:18:55+00:00,42.0,F,Benito Juárez,Xoco,Vehículo particular,No,,,"No es viable porque hay manifestantes en la dependencia de lo pueblos indígenas, es una vía rápida y se reducirán los carriles, la última estación sería hospital de xoco donde todo recaería en Churubusco que siempre está lleno, y cuando ya esté funcionado mitika se hará más caos del que ya hay",No
74,2019-11-12T23:38:10+00:00,83.0,F,Benito Juárez,GENERAL ANAYA,Taxi,No,,,"por que la saturación vehicular es muy complicada para mi colina

SI AL TROLEBUS",No
75,2019-11-12T22:29:13+00:00,29.0,F,Benito Juárez,PIEDAD NARVARTE,Transporte público,Sí,REALIZAR LA OBRA POR PARTES Y EVITAR LABORES COMPLICADAS EN HORARIOS DE MAYOR AFLUENCIA VEHICULAR PARA DISMINUIR LAS AFECTACIONES,,,Sí
76,2019-11-12T22:19:29+00:00,28.0,M,Benito Juárez,Narvarte poninete,"A pie, Bicicleta, Transporte público",Sí,"horario nocturno, uso de prefabricados, gran contratación de mano de obra",,,Sí
77,2019-11-12T22:19:06+00:00,37.0,F,Benito Juárez,Santa Cruz Atoyac,Transporte público,Sí,"Han sido muy respetuosos en la construcción, afectará indudablemente pero a largo plazo beneficiará diariamente a miles de usuarios.",,,Sí
78,2019-11-13T03:30:36+00:00,44.0,F,Benito Juárez,General Pedro María Anaya,"A pie, Vehículo particular",No,,,"No es necesario, causaría caos vial.",No
79,2019-11-13T03:20:28+00:00,33.0,F,Benito Juárez,Xoco,"Taxi, Vehículo particular",No,,,"Vivo sobre la avenida Coyoacán frente a Hospital Xoco, los camiones que pasan siempre van vacíos. 

De pasar 5 a 2 carriles, consideren que los fines de semana o cuando hay evento en la Cineteca, estos ocupan un carril, 

El INPI hace cada rato sus paros por lo que el único acceso para ingresar al edificio lo cerrarían al no poder atravesar la avenida por el metrobús y no podría ingresar a mi hogar. 

Para las personas del transporte público, El metro está a tres calles caminando, mejor coloquen sobre Churubusco mayores autobuses o sobre Universidad contra flujos, 

Deben ser equitativos",No
80,2019-11-13T02:51:53+00:00,36.0,M,Benito Juárez,Narvarte,Transporte público,No,,,"Desde que colocaron la linea 3 del metrobus en parte de avenida Cuahutemoc se genera mas tráfico sobre esa avenida. Actualmente la liberacion del trafico sobre Cuauhtemoc es cuando pasas eje 4 sur, sin embargo en horas pico, el trafico se vuelve a generar sobre Cuauhtemoc a partir de Concepcion Beistegui hasta la glorieta de Riviera, y nuevamente se satura desde la delegacion Benito Juarez hasta Rio Churubusco; en caso de colocar la linea 3 todo Cuahutemoc sera un gran estacionamiento. Otro punto es que el eje 5 y 6 son reversibles en ciertos momentos de la mañana y tarde, y una de las estaciones que pretenden colocar es en Eugenia; se volvera caotica esa zona por que ya no podran dar vuelta los carros sobre Cuauhtemoc porque invadiran carriles del metrobus y saturaran las calles aledañas a esos dos ejes, que son separados unicamente por una calle, generando mas trafico por las mañana y las tardes.",No
81,2019-11-13T02:51:22+00:00,29.0,M,Benito Juárez,ALAMOS,Transporte público,Sí,,,,Sí
82,2019-11-13T02:45:22+00:00,25.0,M,Benito Juárez,Portales,"Transporte público, Vehículo particular",No,,,"Las víalidades donde se piensa construir están bien comunicadas y es fácil trasladarse de un punto a otro, la construcción del metrobus afectaría el flujo existen múltiples transportes, metro, camiones, microbuses y RTP . El impacto ambiental sería muy alto y se aumentaría demasiado la contaminación ya que al realizar obras se entorpece el tráfico.
No es necesario gastar millones en infraestructura nueva cuando es posible hacer que los medios que existen sean más eficientes",No
83,2019-11-13T02:42:10+00:00,60.0,F,Benito Juárez,Letrán Valle,Transporte público,No,,,"-  Ya existe un medio de transporte público, el metro. Este  recorre toda la avenida Cuauhtémoc.

Nota: Si desean mejorar el transporte, mejoren la eficiencia y la cobertura del metro con más trenes para pasen por las estaciones de manera más frecuente.

- Generará más contaminación ambiental.
- Originará desgaste en la calles.
- Traerá consigo vendedores ambulantes.
- Robos.
- Ocasionará contaminación auditiva.
- Reducción de carriles, ocasionando aumento en el tránsito vehicular.
- Aumentará el riesgo de accidentes (contra flujo)",No
84,2019-11-12T20:53:30+00:00,52.0,F,Benito Juárez,General Pedro María Anaya,"A pie, Bicicleta, Transporte público",No,,,"Actualmente hay suficientes medios de transporte alrededor tales como metro zapata, metro viveros, metro parque de los venados, metro Coyoacán, líneas de Colectivos cómo peseros y camiones, por eje 8, por Universidad, por Río Churubusco, etc. es una zona extremadamente bien comunicada por transporte público. Por tal me parece innecesario, hacer este gasto público pudiendo invertir en seguridad que es mucho más necesario, prioritario y urgente. Gracias",No
85,2019-11-12T20:52:48+00:00,25.0,F,Benito Juárez,Santa Cruz Atoyac,"Bicicleta, Transporte público",Sí,Poner señalizaciones.,,,Sí
86,2019-11-12T19:24:22+00:00,31.0,M,Benito Juárez,Xoco,"A pie, Bicicleta, Transporte público, Taxi",No,,,"Creo que todos los beneficios planteados se pueden cubrir sin el Metrobús. Hay alternativas más limpias como el Trolebús (que en algún momento ya se había propuesto), aunado a que el MB es más invasivo.

En Xoco, la calle Puente de Xoco es acceso para 5 escuelas, la SEP, el INER, Centro Cultural Roberto Cantoral, etc. Muchos de esos lugares con estacionamiento. El acceso es ya difícil, y si le aumentamos el único carril que quedará libre después del MB (ya que uno es ocupado como estacionamiento continuo), el acceso será imposible.

Ambulancias entran y salen del Hospital Xoco. ¿Cómo lo harán con un sólo carril sin obstruir por completo el tránsito?

Dudo que el proyecto termina en Xoco, sin posibilidad de continuarse hacia Coyoacán u otra zona. A diferencia del Metro que por Universidad lleva hacia el Sur.

Honestamente, creo que no se justifica. Hay más contras que beneficios. Lo único que me hace sentido para insistir en la construcción es: intereses monetarios.",No
87,2019-11-12T19:18:24+00:00,39.0,F,Benito Juárez,General Anaya,Transporte público,No,,,"Es una zona muy conflictiva, hay mucho tráfico por todos los nuevos conjuntos de departamentos, además del Hospital de Xoco. El metrobus reduce muchos carriles debido a las estaciones y va a entorpecer aún más el tráfico, además de que la vuelta en U complicaría la vialidad.

Sugiero en lugar del Metrobus implementar 2 carriles de Trolebus (como en Félix Cuevas) y se eliminen las rutas de Microbús, de esa forma se utilizarían los 2 carriles de la orilla, uno en cada sentido y el flujo de los coches sería continuo por los carriles centrales.",No
88,2019-11-12T18:48:27+00:00,51.0,M,Benito Juárez,nativitas,Transporte público,Sí,parabuses mas simples,,,Sí
89,2019-11-12T18:35:35+00:00,41.0,F,Benito Juárez,General Pedro Maria Anaya,Vehículo particular,No,,,Han dado permisos de demasiados edificios como los City Towers que han saturado la colonia es imposible moverse para la cantidad de gente que nos movemos en la zona.   Para que todavia se reduzca la circulación por cuauhtemoc.    Tenemos el problema que las peseras por el congestionamiento de vialidades se meten a toda velocidad por las calle de Paz Montes de Oca lo que ha ocasionado varios accidentes viales.,No
90,2019-11-13T04:28:25+00:00,40.0,F,Benito Juárez,Santa Cruz Atoyac,Vehículo particular,No,,,Estaría afectando la vialidad de Eje 8 y Cuauhtémoc donde se ubica mi departamento. Destruirían árboles y áreas verdes.,No
91,2019-11-13T04:25:24+00:00,51.0,F,Benito Juárez,Gral Anaya,Transporte público,No,,,El problema de transporte no se soluciona con la ampliación. Primero deb mantenimiento y servicio de calidad al metro y otros medios de transporte.,No
92,2019-11-13T03:57:18+00:00,24.0,F,Benito Juárez,Xoco,A pie,No,,,"Afectará las vialidades, hay transporte en esta vía que permite perfectamente transportarse. No se necesita el metrobus en esta zona, hay también metros cercanos",No
93,2019-11-13T03:50:40+00:00,39.0,M,Benito Juárez,General Anaya,Vehículo particular,No,"NO A LA AMPLIACIÓN DE LA LÍNEA 3 DE MB. 
El metro bus no sirve! Solo contamina y hace mucho tráfico. Todas las calles donde hay metrobús las han sido echado  a perder. Ej. Xola, Cuauhtémoc (en la parte que está). Es la peor idea del gobierno. Hace mucho más tráfico. Es un transporte que contamina mucho. NOS OPONEMOS ROTUNDAMENTE!!!!","NO A LA AMPLIACIÓN DE LA LÍNEA 3 DE MB. 
El metro bus no sirve! Solo contamina y hace mucho tráfico. Todas las calles donde hay metrobús las han sido echado  a perder. Ej. Xola, Cuauhtémoc (en la parte que está). Es la peor idea del gobierno. Hace mucho más tráfico. Es un transporte que contamina mucho. NOS OPONEMOS ROTUNDAMENTE!!!!","NO A LA AMPLIACIÓN DE LA LÍNEA 3 DE MB. 
El metro bus no sirve! Solo contamina y hace mucho tráfico. Todas las calles donde hay metrobús las han sido echado  a perder. Ej. Xola, Cuauhtémoc (en la parte que está). Es la peor idea del gobierno. Hace mucho más tráfico. Es un transporte que contamina mucho. NOS OPONEMOS ROTUNDAMENTE!!!!
Mejor pongan trolebuses como en Eje Central. Ese si es un transporte limpio!!!",No
94,2019-11-13T01:12:03+00:00,66.0,F,Benito Juárez,Letran Valle,Transporte público,No,,,"incremento de emisiones de gases tóxicos, incremento de ruidos, incremento de inseguridad, incremento de basura, incremento de vendedores ambulantes (y la consiguiente falta de higiene)",No
95,2019-11-13T01:07:45+00:00,42.0,M,Benito Juárez,LETRAN VALLE,Transporte público,No,,,"La linea3 del metro corre paralelamente a cuente,oc con diferencia de 50 a 100 mtts. este metrobus es costos e innecesario.",No
96,2019-11-13T01:05:11+00:00,32.0,F,Benito Juárez,Del Valle Norte,Transporte público,Sí,"Bastante comunicación de las etapas de trabajo, en qué consiste cada una y sus tiempos. Así como los montos ejercidos de presupuesto.",,,Sí
97,2019-11-13T00:45:00+00:00,43.0,M,Benito Juárez,Portales,"Transporte público, Vehículo particular",No,,,"No es necesario un metrobus en uno de los pocos ejes viales que desahogan el tránsito hacia el Sur. Además no han contemplado el caos vial que generaría su construcción.. qué pasará con todos los condominios de varios pisos que están  sobre Cuauhtémoc, ya calcularon lo que será el trafico en horas pico cuando los autos de los vecinos
Intenten entrar y salir?  Y la gente que sale o entra de la Cineteca? Ya contemplaron el caos que se va a generar justo en el tramo final de la ruta cuando la Torre Mitika comience a funcionar..?

Un trolebus en un carril ayudaría más. Ya hay metro que corre debajo.. hay que ser más eficientes y dejar de pensar solo en el negocio.",No
98,2019-11-13T00:44:59+00:00,32.0,F,Benito Juárez,Piedad Narvarte,"A pie, Transporte público, Taxi",Sí,Que los trabajos sean de noche y sobretodo en fines de semana y vacaciones,,,Sí
99,2019-11-12T18:10:38+00:00,42.0,F,Benito Juárez,Letrán Valle,A pie,No,,,"Tengo un negocio y mis autos entran y salen todo el
Tiempo para surtir mercancía.",No
100,2019-11-12T17:57:03+00:00,30.0,F,Benito Juárez,General Pedro María Anaya,Transporte público,No,,,"Aumenta la congestión vehícular al reducir carriles en el eje vial. 
Aumenta el tránsito en las calles aledañas, es una zona residencial donde en su mayoría deambulamos peatones, lo cual aumenta el riesgo de atropellamiento.
Ya existe la línea 3 del metro a unas cuadras de Av. Cuauhtémoc.
Ya hay carriles para paso de autobuses, microbuses y trolebús cercanos.",No
101,2019-11-12T16:37:32+00:00,37.0,F,Benito Juárez,NARVARTE,Transporte público,Sí,"Que el retorno no sea en Xoco, más adelante o más atrás.",,,Sí
102,2019-11-12T20:33:47+00:00,36.0,F,Benito Juárez,General Pedro María Anaya,"A pie, Vehículo particular",No,,,"Me opongo, porque el metrobús es un transporte que contamina muchísimo, que reduciría los espacios ganados por los ciclistas. Porque los camiones que pasan actualmente en la zona, y ya en ambos sentidos, van prácticamente vacíos, así que resulta innecesario, y causaría un mayor conflicto vial en la zona en las horas pico. 
Porque no conectaría con otro sistema de transporte importancia. Porque no se han hecho los estudios de impacto social, vial,y de subsuelo que avalen el proyecto, y pasaría por una zona en la que los socavones son cosa frecuente.
Porque se reduciría la posibilidad de acceso y mobilidad de los colonos de la General Pedro María Anaya, . 
Porque dificultaría aún más el cruce peatonal en avenida méxico coyoacán y cuauhtémoc.
Porque dificultaría el cruce de pacientes del hospital de Xoco.",No
103,2019-11-12T20:13:33+00:00,62.0,F,Benito Juárez,Xoco,Vehículo particular,No,,,"1.La reducciión de carriles de un eje en el qué hay muchos edificios de MÁS DE 18 pisos , QUE SE PERMITIÓ POR HABER 6 carriles
2, innecesario en XOCO afecta el acceso a hospitales , Cineteca  y a Coyoacán 
3. Contaminante
4- aumentó de gente que propiciaría inseguridad y ambulantaje",No
104,2019-11-12T15:31:13+00:00,50.0,M,Benito Juárez,GENERAL ANAYA,"Transporte público, Vehículo particular",No,,,"Se reducen considerablemente el número de carriles en el eje cuauhtémoc, lo hará el tráfico como el día de hoy se encuentra la misma avenida de Bucareli hasta Etiopia, aumentará los ambulantes y al final de la ruta en Xoco no existe una linea troncal. Como habitante de General Anaya no deseamos que luego los trolebuses terminen dentro de la colonia.",No
105,2019-11-12T06:27:44+00:00,26.0,M,Benito Juárez,Xoco,Transporte público,No,,,Es preferible que mejoren las unidades que actualmente se cuenta en el corredor de av. Cuauhtémoc. Y así agilizar el transporte. Al meter el metrobus ocasionará conflictos viales (aunque digan que es todo lo contrario) y generará un ambiente intolerable en la zonas involucradas.,No
